Interaction_id_system;Interaction_date;User_id_system;Product_id;TypeInt_id;Event;Location;Quantity;Product_rating
I4151;11/08/2025 02:17;U124;P020;TipInt005;Black Friday;London, UK;9;4.4
I4152;1/05/2026 02:03;U119;P035;TipInt004;Black Friday;London, UK;4;4.1
I4153;12/13/2025 05:57;U036;P040;TipInt004;Holiday Sale;London, UK;9;4.4
I4154;10/31/2025 00:58;U004;P025;TipInt006;Spring Sale;Toronto, Canada;3;4.5
I4155;1/16/2026 18:05;U025;P022;TipInt003;Cyber Monday;Sydney, Australia;9;2.4
I4156;10/06/2025 13:06;U059;P048;TipInt006;Black Friday;London, UK;4;3.5
I4157;11/05/2025 04:47;U130;P053;TipInt003;Regular Day;Sydney, Australia;4;4.1
I4158;11/14/2025 08:00;U089;P060;TipInt001;Spring Sale;New York, USA;3;1.1
I4159;12/21/2025 03:19;U142;P070;TipInt005;Black Friday;London, UK;5;1.7
I4160;11/09/2025 15:39;U056;P068;TipInt006;Spring Sale;Sydney, Australia;7;4.7
I4161;1/24/2026 02:33;U150;P029;TipInt003;Regular Day;Toronto, Canada;6;2.3
I4162;12/29/2025 00:21;U106;P049;TipInt004;Spring Sale;London, UK;2;3.7
I4163;12/23/2025 01:07;U062;P076;TipInt006;Cyber Monday;New York, USA;8;1.8
I4164;1/15/2026 23:57;U010;P041;TipInt002;Cyber Monday;Toronto, Canada;4;1.6
I4165;12/20/2025 12:29;U129;P058;TipInt001;Cyber Monday;Paris, France;8;1.1
I4166;1/15/2026 01:43;U142;P072;TipInt004;Spring Sale;Paris, France;8;1.9
I4167;11/24/2025 05:21;U126;P047;TipInt006;Regular Day;Toronto, Canada;7;3.9
I4168;1/06/2026 12:33;U142;P080;TipInt006;Regular Day;New York, USA;2;2.1
I4169;10/11/2025 07:36;U095;P094;TipInt006;Holiday Sale;New York, USA;9;1.7
I4170;11/24/2025 12:17;U088;P053;TipInt006;Cyber Monday;London, UK;4;4.7
I4171;10/18/2025 17:24;U069;P050;TipInt003;Cyber Monday;London, UK;8;2.9
I4172;11/18/2025 02:16;U030;P071;TipInt004;Regular Day;Toronto, Canada;6;1.4
I4173;11/29/2025 11:23;U140;P039;TipInt006;Cyber Monday;Berlin, Germany;7;3.3
I4174;12/17/2025 09:48;U147;P087;TipInt002;Black Friday;Toronto, Canada;1;1.6
I4175;10/11/2025 14:43;U061;P034;TipInt003;Regular Day;London, UK;1;4.4
I4176;10/19/2025 22:55;U073;P054;TipInt002;Holiday Sale;Toronto, Canada;7;4.4
I4177;10/18/2025 04:14;U032;P090;TipInt005;Cyber Monday;Toronto, Canada;8;2.9
I4178;12/25/2025 14:55;U051;P083;TipInt002;Holiday Sale;London, UK;5;3.4
I4179;12/10/2025 19:42;U092;P096;TipInt005;Regular Day;New York, USA;2;4.2
I4180;12/12/2025 19:14;U044;P092;TipInt005;Spring Sale;Sydney, Australia;3;3.6
I4181;1/24/2026 10:04;U035;P063;TipInt004;Cyber Monday;London, UK;1;4.8
I4182;10/11/2025 21:07;U015;P061;TipInt006;Holiday Sale;Berlin, Germany;8;1.8
I4183;1/16/2026 00:30;U043;P051;TipInt002;Spring Sale;Paris, France;6;1
I4184;10/04/2025 19:32;U076;P046;TipInt003;Black Friday;Toronto, Canada;2;4.2
I4185;10/02/2025 16:45;U031;P024;TipInt003;Spring Sale;London, UK;5;2.4
I4186;11/03/2025 19:00;U057;P059;TipInt005;Black Friday;Sydney, Australia;7;2.7
I4187;1/05/2026 09:21;U010;P055;TipInt004;Holiday Sale;Berlin, Germany;9;4.7
I4188;12/01/2025 20:59;U111;P083;TipInt003;Holiday Sale;London, UK;6;1.8
I4189;1/17/2026 08:36;U050;P045;TipInt005;Cyber Monday;New York, USA;9;2.3
I4190;11/17/2025 20:35;U058;P070;TipInt004;Cyber Monday;Sydney, Australia;7;2.3
I4191;1/29/2026 20:52;U117;P051;TipInt003;Spring Sale;London, UK;5;1.1
I4192;10/06/2025 05:04;U091;P056;TipInt001;Holiday Sale;Berlin, Germany;2;4.4
I4193;12/16/2025 02:58;U108;P006;TipInt001;Holiday Sale;London, UK;3;1.1
I4194;10/31/2025 13:00;U031;P071;TipInt006;Cyber Monday;Toronto, Canada;4;1.4
I4195;11/14/2025 09:06;U041;P093;TipInt004;Spring Sale;Toronto, Canada;3;3.2
I4196;12/24/2025 10:28;U041;P011;TipInt002;Spring Sale;Paris, France;8;2.2
I4197;1/26/2026 09:28;U013;P017;TipInt003;Holiday Sale;Sydney, Australia;4;3.8
I4198;11/05/2025 02:52;U007;P056;TipInt004;Spring Sale;Berlin, Germany;7;3.3
I4199;11/01/2025 04:52;U034;P038;TipInt006;Black Friday;London, UK;6;2.2
I4200;12/14/2025 23:45;U139;P046;TipInt001;Regular Day;New York, USA;6;4.8
I4201;11/03/2025 04:19;U039;P085;TipInt002;Regular Day;Berlin, Germany;1;3.1
I4202;12/10/2025 06:30;U118;P057;TipInt004;Spring Sale;New York, USA;10;4.9
I4203;10/17/2025 00:20;U107;P028;TipInt005;Regular Day;Paris, France;9;4.5
I4204;12/29/2025 22:18;U082;P077;TipInt004;Regular Day;Paris, France;3;4.4
I4205;10/23/2025 16:18;U046;P004;TipInt001;Regular Day;London, UK;6;2
I4206;1/19/2026 03:14;U083;P024;TipInt001;Regular Day;London, UK;4;2.8
I4207;11/10/2025 04:49;U008;P089;TipInt003;Cyber Monday;New York, USA;2;3.1
I4208;10/21/2025 01:28;U035;P064;TipInt002;Spring Sale;Paris, France;8;4.8
I4209;12/13/2025 19:28;U087;P043;TipInt004;Holiday Sale;London, UK;3;4.9
I4210;10/26/2025 09:51;U076;P004;TipInt001;Black Friday;New York, USA;2;4.1
I4211;11/05/2025 02:10;U019;P063;TipInt004;Black Friday;London, UK;10;3.7
I4212;11/22/2025 20:12;U097;P054;TipInt005;Spring Sale;Paris, France;3;1.1
I4213;12/09/2025 19:41;U066;P024;TipInt005;Holiday Sale;New York, USA;4;3.7
I4214;1/19/2026 19:11;U137;P056;TipInt001;Black Friday;Berlin, Germany;9;3.8
I4215;12/16/2025 16:37;U053;P008;TipInt004;Regular Day;London, UK;2;3.1
I4216;1/21/2026 05:02;U076;P071;TipInt001;Cyber Monday;Sydney, Australia;5;1.5
I4217;12/25/2025 11:12;U045;P042;TipInt006;Black Friday;Paris, France;-;4.4
I4218;1/11/2026 19:09;U119;P047;TipInt001;Black Friday;New York, USA;6;2.4
I4219;12/28/2025 14:16;U052;P064;TipInt003;Spring Sale;New York, USA;10;3.5
I4220;10/10/2025 16:32;U138;P025;TipInt003;Spring Sale;Toronto, Canada;1;4.9
I4221;1/18/2026 16:36;U062;P020;TipInt006;Regular Day;Paris, France;7;4.3
I4222;10/17/2025 04:35;U038;P027;TipInt004;Holiday Sale;London, UK;10;2.2
I4223;12/21/2025 04:55;U026;P019;TipInt004;Regular Day;Paris, France;10;3.9
I4224;1/23/2026 19:35;U040;P090;TipInt002;Spring Sale;New York, USA;7;4
I4225;10/23/2025 09:43;U129;P018;TipInt002;Regular Day;New York, USA;3;3.8
I4226;12/28/2025 20:08;U006;P048;TipInt004;Spring Sale;New York, USA;10;1
I4227;11/20/2025 00:36;U013;P038;TipInt004;Regular Day;Paris, France;9;4.4
I4228;10/29/2025 12:15;U059;P038;TipInt006;Holiday Sale;Toronto, Canada;2;4.9
I4229;10/03/2025 04:15;U107;P050;TipInt005;Spring Sale;Paris, France;6;3.9
I4230;1/19/2026 09:41;U085;P075;TipInt001;Spring Sale;Sydney, Australia;3;3.5
I4231;12/16/2025 23:59;U022;P078;TipInt005;Spring Sale;New York, USA;8;1.7
I4232;1/24/2026 17:48;U012;P071;TipInt006;Cyber Monday;New York, USA;1;2.4
I4233;10/13/2025 14:12;U009;P026;TipInt005;Holiday Sale;Paris, France;6;5
I4234;10/31/2025 17:01;U143;P077;TipInt002;Black Friday;Sydney, Australia;7;1.6
I4235;12/31/2025 08:10;U055;P019;TipInt002;Holiday Sale;London, UK;-;2.9
I4236;1/21/2026 02:55;U140;P009;TipInt003;Cyber Monday;London, UK;9;3.8
I4237;11/02/2025 20:10;U066;P099;TipInt002;Regular Day;Paris, France;4;4.4
I4238;11/28/2025 10:22;U112;P022;TipInt002;Spring Sale;Toronto, Canada;-;2.8
I4239;11/11/2025 05:19;U055;P041;TipInt003;Spring Sale;Sydney, Australia;7;3.6
I4240;11/17/2025 20:54;U010;P099;TipInt004;Regular Day;Paris, France;6;2
I4241;1/21/2026 07:49;U006;P042;TipInt004;Spring Sale;Toronto, Canada;6;1.1
I4242;10/05/2025 01:46;U068;P087;TipInt006;Black Friday;Sydney, Australia;4;1.6
I4243;12/20/2025 23:56;U057;P011;TipInt005;Holiday Sale;Sydney, Australia;2;4.5
I4244;1/24/2026 23:23;U057;P002;TipInt001;Holiday Sale;Toronto, Canada;9;2.5
I4245;1/25/2026 03:44;U074;P002;TipInt004;Cyber Monday;Sydney, Australia;5;4.7
I4246;10/21/2025 21:34;U134;P078;TipInt001;Holiday Sale;New York, USA;-;4.8
I4247;10/12/2025 21:38;U091;P019;TipInt005;Regular Day;Sydney, Australia;8;4
I4248;12/08/2025 09:14;U074;P058;TipInt006;Cyber Monday;Toronto, Canada;10;3.8
I4249;1/05/2026 11:47;U114;P001;TipInt001;Cyber Monday;New York, USA;7;1.7
I4250;9/30/2025 18:19;U140;P009;TipInt001;Spring Sale;Berlin, Germany;2;4.8
I4251;12/28/2025 07:11;U056;P043;TipInt005;Cyber Monday;Berlin, Germany;10;1.6
I4252;12/09/2025 17:18;U080;P082;TipInt003;Holiday Sale;Toronto, Canada;9;3.6
I4253;1/21/2026 21:52;U127;P013;TipInt002;Cyber Monday;London, UK;7;3
I4254;11/23/2025 22:00;U110;P090;TipInt003;Black Friday;Berlin, Germany;1;1.4
I4255;12/05/2025 03:42;U125;P023;TipInt005;Spring Sale;New York, USA;5;3.7
I4256;10/18/2025 09:51;U104;P045;TipInt002;Black Friday;Berlin, Germany;6;3.2
I4257;10/22/2025 19:34;U139;P003;TipInt004;Holiday Sale;Sydney, Australia;9;3.9
I4258;11/17/2025 17:34;U051;P036;TipInt006;Black Friday;Paris, France;9;3
I4259;11/08/2025 02:19;U089;P029;TipInt003;Spring Sale;Paris, France;9;4.6
I4260;11/02/2025 18:13;U083;P087;TipInt004;Spring Sale;London, UK;6;4.6
I4261;11/28/2025 07:15;U030;P036;TipInt003;Black Friday;New York, USA;1;3.5
I4262;1/22/2026 05:46;U066;P088;TipInt003;Holiday Sale;London, UK;9;3
I4263;12/05/2025 04:00;U146;P028;TipInt005;Regular Day;Toronto, Canada;9;5
I4264;12/05/2025 01:51;U137;P038;TipInt005;Regular Day;Berlin, Germany;7;4
I4265;12/06/2025 02:24;U086;P098;TipInt001;Spring Sale;New York, USA;9;1.2
I4266;1/29/2026 03:33;U067;P003;TipInt004;Holiday Sale;Berlin, Germany;4;1.9
I4267;11/07/2025 12:21;U120;P072;TipInt005;Spring Sale;Berlin, Germany;6;1.2
I4268;1/15/2026 15:01;U125;P011;TipInt006;Spring Sale;London, UK;4;2.2
I4269;1/16/2026 13:58;U116;P009;TipInt001;Black Friday;Paris, France;9;2.3
I4270;11/29/2025 08:05;U052;P026;TipInt004;Cyber Monday;Toronto, Canada;2;1.1
I4271;12/03/2025 14:35;U083;P048;TipInt003;Regular Day;Paris, France;5;1.3
I4272;10/24/2025 08:15;U105;P026;TipInt001;Regular Day;London, UK;3;3.4
I4273;1/24/2026 07:42;U081;P060;TipInt003;Regular Day;Berlin, Germany;1;2.4
I4274;1/22/2026 11:47;U103;P028;TipInt002;Regular Day;Paris, France;6;4.7
I4275;10/18/2025 17:06;U065;P062;TipInt004;Holiday Sale;Sydney, Australia;10;1.7
I4276;12/17/2025 01:42;U092;P077;TipInt006;Regular Day;Paris, France;10;2.8
I4277;10/30/2025 11:37;U116;P076;TipInt001;Cyber Monday;Paris, France;1;3.5
I4278;10/03/2025 00:31;U111;P062;TipInt003;Black Friday;Berlin, Germany;-;4.1
I4279;12/02/2025 04:58;U066;P082;TipInt001;Holiday Sale;Sydney, Australia;1;2.6
I4280;1/13/2026 01:07;U009;P021;TipInt005;Cyber Monday;Sydney, Australia;10;1.5
I4281;11/12/2025 20:22;U119;P004;TipInt001;Cyber Monday;Toronto, Canada;3;5
I4282;11/11/2025 05:41;U083;P048;TipInt004;Regular Day;Toronto, Canada;1;2.4
I4283;10/01/2025 20:59;U125;P053;TipInt005;Black Friday;Paris, France;3;2
I4284;1/06/2026 09:22;U096;P074;TipInt002;Regular Day;Paris, France;9;4.3
I4285;10/25/2025 08:37;U131;P054;TipInt006;Regular Day;Sydney, Australia;6;4.6
I4286;12/03/2025 23:46;U138;P023;TipInt002;Spring Sale;Toronto, Canada;7;1.3
I4287;11/13/2025 01:22;U079;P006;TipInt004;Black Friday;New York, USA;3;2.9
I4288;11/20/2025 07:21;U086;P035;TipInt001;Cyber Monday;New York, USA;4;4.4
I4289;1/17/2026 18:29;U041;P062;TipInt001;Holiday Sale;Toronto, Canada;2;2.1
I4290;11/20/2025 19:41;U080;P051;TipInt003;Cyber Monday;Berlin, Germany;9;1.5
I4291;10/27/2025 03:18;U131;P008;TipInt002;Black Friday;Sydney, Australia;4;4.3
I4292;11/17/2025 01:04;U132;P043;TipInt001;Black Friday;Berlin, Germany;2;2.6
I4293;12/13/2025 03:12;U031;P062;TipInt005;Spring Sale;Berlin, Germany;1;3.5
I4294;10/19/2025 07:48;U022;P012;TipInt001;Black Friday;New York, USA;4;3.1
I4295;12/03/2025 10:23;U117;P066;TipInt005;Regular Day;New York, USA;4;2.7
I4296;11/24/2025 14:18;U107;P018;TipInt002;Black Friday;Sydney, Australia;4;5
I4297;1/10/2026 13:25;U107;P070;TipInt004;Holiday Sale;Paris, France;9;4.4
I4298;12/27/2025 22:06;U030;P035;TipInt003;Spring Sale;Berlin, Germany;7;2.9
I4299;11/19/2025 12:33;U018;P025;TipInt006;Regular Day;Sydney, Australia;3;2.2
I4300;11/19/2025 04:03;U036;P039;TipInt002;Holiday Sale;New York, USA;4;3.9
I4301;11/14/2025 21:56;U077;P061;TipInt005;Spring Sale;Paris, France;5;2.1
I4302;1/15/2026 15:51;U099;P012;TipInt001;Cyber Monday;London, UK;10;4.6
I4303;12/07/2025 06:37;U113;P089;TipInt005;Cyber Monday;Berlin, Germany;3;2.9
I4304;1/11/2026 13:20;U077;P080;TipInt002;Cyber Monday;London, UK;7;3.9
I4305;1/16/2026 00:47;U091;P009;TipInt001;Black Friday;Toronto, Canada;9;2.5
I4306;12/09/2025 04:56;U029;P009;TipInt002;Regular Day;London, UK;-;3.4
I4307;1/31/2026 08:09;U084;P073;TipInt004;Cyber Monday;Toronto, Canada;8;1.7
I4308;1/08/2026 15:27;U133;P013;TipInt003;Spring Sale;Paris, France;6;3.6
I4309;12/22/2025 07:08;U080;P051;TipInt001;Holiday Sale;London, UK;5;5
I4310;1/13/2026 01:06;U052;P082;TipInt001;Holiday Sale;Berlin, Germany;4;3.6
I4311;1/27/2026 05:11;U047;P086;TipInt003;Black Friday;Berlin, Germany;4;3.1
I4312;1/30/2026 04:34;U035;P092;TipInt003;Black Friday;Paris, France;4;2.4
I4313;10/04/2025 11:09;U052;P055;TipInt006;Holiday Sale;Berlin, Germany;7;3.2
I4314;1/29/2026 08:00;U122;P091;TipInt002;Spring Sale;Paris, France;3;2.9
I4315;10/02/2025 06:51;U089;P093;TipInt004;Cyber Monday;Sydney, Australia;2;1.6
I4316;11/02/2025 05:03;U033;P030;TipInt002;Black Friday;Berlin, Germany;10;3.1
I4317;1/12/2026 19:49;U123;P072;TipInt006;Spring Sale;New York, USA;3;3.8
I4318;11/26/2025 03:39;U074;P049;TipInt005;Cyber Monday;New York, USA;5;1.5
I4319;11/29/2025 12:11;U105;P004;TipInt005;Regular Day;Toronto, Canada;8;3.8
I4320;12/28/2025 21:09;U034;P057;TipInt003;Regular Day;New York, USA;8;3.6
I4321;12/31/2025 16:23;U084;P090;TipInt005;Cyber Monday;Paris, France;9;1.7
I4322;1/26/2026 03:02;U032;P097;TipInt002;Regular Day;Sydney, Australia;4;3
I4323;11/18/2025 17:08;U130;P073;TipInt003;Holiday Sale;Paris, France;1;2.9
I4324;11/24/2025 17:32;U035;P096;TipInt001;Black Friday;Sydney, Australia;7;1.2
I4325;11/22/2025 00:15;U028;P004;TipInt003;Spring Sale;Sydney, Australia;4;1.9
I4326;1/17/2026 22:27;U138;P028;TipInt005;Spring Sale;Sydney, Australia;3;3.4
I4327;10/11/2025 08:26;U013;P063;TipInt006;Regular Day;London, UK;3;1.4
I4328;12/15/2025 12:19;U067;P019;TipInt005;Regular Day;London, UK;9;4.3
I4329;1/06/2026 08:34;U107;P095;TipInt006;Spring Sale;Berlin, Germany;2;1.1
I4330;10/05/2025 11:42;U009;P055;TipInt003;Spring Sale;Toronto, Canada;1;2.8
I4331;11/19/2025 04:33;U039;P071;TipInt006;Regular Day;Paris, France;8;1.5
I4332;11/12/2025 14:50;U133;P064;TipInt005;Regular Day;Berlin, Germany;9;1.8
I4333;11/05/2025 12:03;U013;P023;TipInt001;Regular Day;Sydney, Australia;2;2.3
I4334;11/13/2025 11:01;U043;P051;TipInt001;Black Friday;Berlin, Germany;10;2.5
I4335;1/28/2026 21:46;U134;P005;TipInt005;Black Friday;Sydney, Australia;7;1.7
I4336;1/12/2026 15:10;U048;P020;TipInt003;Cyber Monday;Toronto, Canada;4;3.6
I4337;11/01/2025 10:34;U121;P029;TipInt001;Regular Day;Toronto, Canada;4;4.9
I4338;10/17/2025 01:41;U065;P077;TipInt001;Black Friday;Sydney, Australia;5;2.2
I4339;1/10/2026 08:33;U035;P020;TipInt004;Cyber Monday;Berlin, Germany;3;4.5
I4340;11/19/2025 00:04;U086;P041;TipInt005;Cyber Monday;Paris, France;9;2.7
I4341;11/04/2025 11:10;U003;P028;TipInt003;Cyber Monday;Paris, France;6;4
I4342;1/22/2026 23:57;U085;P098;TipInt006;Holiday Sale;Sydney, Australia;7;4
I4343;12/14/2025 19:36;U131;P091;TipInt004;Regular Day;Toronto, Canada;8;2.6
I4344;12/29/2025 01:01;U054;P016;TipInt002;Spring Sale;Toronto, Canada;3;4.3
I4345;1/25/2026 15:36;U084;P096;TipInt002;Holiday Sale;London, UK;3;2.9
I4346;12/01/2025 00:14;U050;P046;TipInt001;Cyber Monday;Toronto, Canada;10;1.8
I4347;11/01/2025 00:26;U058;P053;TipInt006;Holiday Sale;Paris, France;8;4.6
I4348;10/30/2025 14:47;U049;P094;TipInt006;Holiday Sale;Sydney, Australia;2;3.9
I4349;1/09/2026 02:56;U036;P050;TipInt005;Black Friday;London, UK;3;3.1
I4350;12/09/2025 07:02;U110;P095;TipInt003;Spring Sale;New York, USA;4;4.3
I4351;10/02/2025 10:36;U069;P073;TipInt003;Black Friday;London, UK;10;4.9
I4352;10/27/2025 15:26;U070;P061;TipInt004;Cyber Monday;Berlin, Germany;8;1.6
I4353;11/30/2025 12:40;U137;P001;TipInt005;Black Friday;Sydney, Australia;2;1
I4354;11/10/2025 14:22;U122;P080;TipInt003;Holiday Sale;Paris, France;6;3.9
I4355;10/05/2025 00:27;U129;P091;TipInt005;Spring Sale;New York, USA;10;1.8
I4356;10/05/2025 10:26;U130;P099;TipInt005;Black Friday;Paris, France;9;4.2
I4357;1/22/2026 11:44;U081;P006;TipInt002;Black Friday;London, UK;3;2.2
I4358;1/20/2026 11:33;U060;P059;TipInt003;Holiday Sale;London, UK;8;4.1
I4359;11/09/2025 13:00;U149;P052;TipInt003;Cyber Monday;London, UK;5;4.5
I4360;10/18/2025 03:10;U084;P094;TipInt006;Holiday Sale;London, UK;4;3.9
I4361;1/25/2026 21:48;U103;P004;TipInt003;Holiday Sale;Toronto, Canada;2;1.2
I4362;10/16/2025 20:00;U082;P012;TipInt001;Holiday Sale;Toronto, Canada;3;1.2
I4363;11/14/2025 10:05;U036;P037;TipInt001;Holiday Sale;Toronto, Canada;10;3.2
I4364;11/03/2025 19:36;U116;P078;TipInt003;Black Friday;Sydney, Australia;6;1
I4365;1/02/2026 07:50;U035;P003;TipInt002;Cyber Monday;Berlin, Germany;4;2.9
I4366;11/19/2025 13:40;U133;P039;TipInt006;Spring Sale;Paris, France;5;2.9
I4367;12/11/2025 12:06;U074;P045;TipInt002;Black Friday;Berlin, Germany;1;4.8
I4368;1/01/2026 07:19;U053;P096;TipInt006;Black Friday;Berlin, Germany;10;3.9
I4369;11/13/2025 04:22;U108;P025;TipInt005;Regular Day;London, UK;1;3.8
I4370;1/07/2026 20:50;U014;P022;TipInt001;Black Friday;Berlin, Germany;7;1.5
I4371;1/07/2026 15:43;U057;P080;TipInt004;Holiday Sale;London, UK;8;4.4
I4372;11/27/2025 02:35;U065;P041;TipInt002;Spring Sale;Paris, France;8;4.8
I4373;11/20/2025 01:08;U079;P037;TipInt001;Holiday Sale;New York, USA;8;2.3
I4374;10/26/2025 14:09;U038;P001;TipInt003;Regular Day;Paris, France;3;1.5
I4375;10/13/2025 14:56;U149;P035;TipInt006;Cyber Monday;London, UK;9;1.9
I4376;11/19/2025 16:19;U067;P053;TipInt001;Cyber Monday;Paris, France;9;1.9
I4377;12/10/2025 16:42;U127;P031;TipInt004;Black Friday;New York, USA;1;2.2
I4378;10/09/2025 12:51;U016;P024;TipInt002;Black Friday;London, UK;6;3.1
I4379;10/18/2025 20:54;U074;P065;TipInt004;Black Friday;Paris, France;6;3.7
I4380;11/08/2025 05:04;U127;P090;TipInt005;Regular Day;New York, USA;9;3
I4381;9/30/2025 17:10;U117;P072;TipInt005;Black Friday;Toronto, Canada;7;4.8
I4382;12/26/2025 02:26;U061;P024;TipInt005;Black Friday;Berlin, Germany;6;3.7
I4383;11/25/2025 13:10;U131;P026;TipInt006;Black Friday;London, UK;2;5
I4384;10/31/2025 07:16;U130;P071;TipInt001;Cyber Monday;Berlin, Germany;5;4.9
I4385;12/26/2025 23:29;U089;P082;TipInt006;Black Friday;Toronto, Canada;7;1.5
I4386;12/26/2025 06:48;U104;P023;TipInt001;Black Friday;Berlin, Germany;6;3
I4387;11/09/2025 00:13;U109;P058;TipInt004;Cyber Monday;Sydney, Australia;9;4.7
I4388;10/31/2025 19:12;U095;P054;TipInt005;Regular Day;Paris, France;8;1.7
I4389;11/14/2025 15:06;U032;P007;TipInt004;Holiday Sale;Sydney, Australia;7;1.1
I4390;11/05/2025 07:01;U127;P026;TipInt002;Spring Sale;Sydney, Australia;6;5
I4391;11/04/2025 02:17;U129;P090;TipInt002;Cyber Monday;New York, USA;7;4.9
I4392;12/05/2025 09:35;U090;P067;TipInt004;Spring Sale;Berlin, Germany;7;3.7
I4393;1/30/2026 04:10;U034;P076;TipInt003;Regular Day;Sydney, Australia;4;2.4
I4394;10/24/2025 08:45;U074;P083;TipInt005;Regular Day;London, UK;9;3
I4395;12/01/2025 05:13;U144;P068;TipInt001;Cyber Monday;Berlin, Germany;8;4.2
I4396;10/19/2025 12:04;U010;P061;TipInt003;Spring Sale;Paris, France;6;2.4
I4397;10/02/2025 19:01;U029;P033;TipInt001;Regular Day;Paris, France;9;1.6
I4398;10/15/2025 04:11;U117;P020;TipInt005;Cyber Monday;New York, USA;6;3.8
I4399;12/31/2025 13:57;U042;P098;TipInt001;Regular Day;Sydney, Australia;7;1.5
I4400;12/15/2025 18:11;U055;P095;TipInt001;Spring Sale;New York, USA;8;2.9
I4401;10/26/2025 20:33;U060;P016;TipInt004;Cyber Monday;Berlin, Germany;4;2
I4402;11/09/2025 20:02;U051;P075;TipInt005;Spring Sale;New York, USA;-;3.7
I4403;12/22/2025 10:22;U031;P043;TipInt003;Regular Day;London, UK;9;1.2
I4404;11/12/2025 12:42;U133;P087;TipInt001;Cyber Monday;Sydney, Australia;1;1.1
I4405;1/04/2026 20:44;U004;P080;TipInt001;Cyber Monday;Sydney, Australia;-;4.6
I4406;1/19/2026 08:18;U027;P095;TipInt004;Cyber Monday;Berlin, Germany;10;1.3
I4407;10/01/2025 14:09;U084;P043;TipInt005;Regular Day;New York, USA;7;1.6
I4408;11/12/2025 02:35;U025;P056;TipInt003;Regular Day;Toronto, Canada;3;2.8
I4409;12/26/2025 09:17;U148;P039;TipInt001;Black Friday;Berlin, Germany;2;3.6
I4410;10/30/2025 15:21;U070;P075;TipInt002;Holiday Sale;Sydney, Australia;5;1.6
I4411;1/01/2026 06:23;U076;P010;TipInt001;Holiday Sale;Toronto, Canada;3;4
I4412;10/06/2025 04:42;U072;P061;TipInt001;Spring Sale;Berlin, Germany;-;1.8
I4413;12/22/2025 03:49;U117;P046;TipInt003;Holiday Sale;New York, USA;3;4.2
I4414;11/10/2025 03:33;U073;P073;TipInt002;Black Friday;Paris, France;5;4.5
I4415;1/07/2026 17:30;U059;P001;TipInt005;Holiday Sale;Sydney, Australia;2;2.6
I4416;11/16/2025 20:47;U053;P006;TipInt001;Black Friday;Berlin, Germany;6;2.9
I4417;11/25/2025 04:56;U010;P099;TipInt006;Black Friday;New York, USA;5;2.3
I4418;1/05/2026 05:22;U101;P010;TipInt005;Holiday Sale;Toronto, Canada;4;1.9
I4419;1/31/2026 11:29;U001;P086;TipInt002;Spring Sale;Paris, France;2;4.1
I4420;11/03/2025 00:07;U110;P026;TipInt004;Black Friday;Berlin, Germany;8;1.4
I4421;11/08/2025 11:44;U136;P035;TipInt004;Cyber Monday;Berlin, Germany;7;3
I4422;12/26/2025 19:09;U123;P051;TipInt004;Holiday Sale;New York, USA;6;4.3
I4423;11/20/2025 05:35;U106;P090;TipInt002;Regular Day;Paris, France;2;4.9
I4424;1/30/2026 10:48;U118;P027;TipInt002;Holiday Sale;London, UK;2;2.5
I4425;12/08/2025 14:18;U047;P030;TipInt004;Spring Sale;Toronto, Canada;6;4.3
I4426;1/24/2026 17:11;U041;P007;TipInt004;Holiday Sale;Berlin, Germany;9;1
I4427;10/09/2025 20:48;U062;P035;TipInt004;Spring Sale;New York, USA;4;2.2
I4428;10/01/2025 20:37;U024;P063;TipInt003;Holiday Sale;Sydney, Australia;6;2.4
I4429;12/19/2025 18:08;U005;P013;TipInt003;Holiday Sale;Sydney, Australia;-;2.5
I4430;12/17/2025 14:41;U053;P046;TipInt005;Cyber Monday;Toronto, Canada;5;4.3
I4431;11/11/2025 02:44;U065;P055;TipInt001;Black Friday;Berlin, Germany;10;1.8
I4432;11/17/2025 07:39;U144;P038;TipInt006;Black Friday;London, UK;9;3.6
I4433;10/22/2025 09:44;U041;P078;TipInt006;Holiday Sale;London, UK;1;1.8
I4434;1/17/2026 11:57;U150;P031;TipInt001;Cyber Monday;Sydney, Australia;4;1.6
I4435;12/07/2025 20:16;U064;P096;TipInt003;Black Friday;Sydney, Australia;5;4.9
I4436;12/02/2025 01:00;U063;P011;TipInt001;Black Friday;Toronto, Canada;10;1
I4437;11/20/2025 23:48;U022;P079;TipInt005;Cyber Monday;Sydney, Australia;10;4.8
I4438;12/31/2025 15:27;U118;P082;TipInt004;Cyber Monday;Paris, France;5;1.7
I4439;10/19/2025 03:04;U054;P072;TipInt001;Holiday Sale;Sydney, Australia;10;1.5
I4440;12/23/2025 23:20;U058;P058;TipInt006;Holiday Sale;Toronto, Canada;1;4.5
I4441;11/01/2025 15:15;U085;P064;TipInt002;Spring Sale;London, UK;8;4.9
I4442;12/23/2025 03:09;U143;P053;TipInt002;Spring Sale;Sydney, Australia;8;3.5
I4443;1/25/2026 19:33;U093;P034;TipInt004;Regular Day;London, UK;3;2.3
I4444;12/24/2025 17:35;U037;P002;TipInt003;Black Friday;Paris, France;8;5
I4445;11/12/2025 13:00;U080;P097;TipInt004;Black Friday;Toronto, Canada;10;4.1
I4446;12/28/2025 18:04;U069;P034;TipInt006;Cyber Monday;Toronto, Canada;3;1.4
